Country,Company Name,Year,Sector,DealType,DealSubtype, Proceeds ($ millions) ,RealSector
Romania,AGROMEC TAGA S.A.,1998,Services,Auction,,,Services
Romania,SILMEC S.A.,1998,Services,Auction,,,Services
Romania,AGROMEC ICLANZEL S.A.,1998,Services,Auction,,,Services
Romania,AGROMEC RESIGHEA S.A.,1998,Services,Auction,,,Services
Romania,AGROMEC DELENI S.A.,1998,Services,Auction,,,Services
Romania,AGROMEC CALINESTI S.A.,1998,Services,Auction,,,Services
Romania,VOINTA S.A.,1998,Services,Auction,,,Services
Romania,AGROMEC DOROBANTU S.A.,1998,Services,Auction,,,Services
Romania,AGROMEC GALATII BISTRITEI S.A.,1998,Services,Auction,,,Services
Romania,AGROMEC CORNESTI ADAMUS S.A.,1998,Services,Auction,,,Services
Romania,AGROMEC SECTIA UNGHENI S.A.,1998,Services,Auction,,,Services
Romania,AGROMEC MICA S.A.,1998,Services,Auction,,,Services
Romania,AGROMEC NUCET S.A.,1998,Services,Auction,,,Services
Romania,AGROMEC SILISTEA CRUCII S.A.,1998,Services,Auction,,,Services
Romania,AGROMEC DALNIC S.A.,1998,Services,Auction,,,Services
Romania,AGROMEC RETEZAT S.A.,1998,Services,Auction,,,Services
Romania,AGROMEC TATARU S.A.,1998,Services,Auction,,,Services
Romania,AGROBISS S.A.,1998,Services,Auction,,,Services
Romania,CENTRU DE SEMINTE S.A.,1998,Services,Auction,,,Services
Romania,AGROMEC IEPURESTI S.A.,1998,Services,Auction,,,Services
Romania,SAS AGROSERV S.A.,1998,Services,Auction,,,Services
Romania,AGROMEC MICESTII DE CAMPIE S.A.,1998,Services,Auction,,,Services
Romania,IMR CAMPENI S.A.,1998,Services,Auction,,,Services
Romania,AGROMEC HUEDIN S.A.,1998,Services,Auction,,,Services
Romania,AGROPREST S.A.,1998,Services,Auction,,,Services
Romania,AGROMEC HODOD S.A.,1998,Services,Auction,,,Services
Romania,AGROTEHNICA S.A.,1998,Services,Auction,,,Services
Romania,AGROSERVICE BAILESTI S.A.,1998,Services,Auction,,,Services
Romania,AGROMEC SANPETRU S.A.,1998,Services,Auction,,,Services
Romania,AGROMEC FELNAC S.A.,1998,Services,Auction,,,Services
Romania,AGROMEC FOIENI S.A.,1998,Services,Auction,,,Services
Romania,AGROMEC MATASARU S.A.,1998,Services,Auction,,,Services
Romania,AGROMEC CROVU S.A.,1998,Services,Auction,,,Services
Romania,AGROSTAR S.A.,1998,Services,Auction,,,Services
Romania,AGROSERVICE DUDESTII VECHI S.A.,1998,Services,Auction,,,Services
Romania,AGROMEC BATINESTI S.A.,1998,Services,Auction,,,Services
Romania,AGROMEC PISCOLT S.A.,1998,Services,Auction,,,Services
Romania,AGROMEC MOACSA SUnknownA.,1998,Services,Auction,,,Services
Romania,AGROMEC URZICENI S.A.,1998,Services,Auction,,,Services
Romania,AGROSERVICE RECEA S.A.,1998,Services,Auction,,,Services
Romania,AGROMEC BALDA S.A.,1998,Services,Auction,,,Services
Romania,MECAGRO SANNICOLAU MARE S.A.,1998,Services,Auction,,,Services
Romania,COMSERVICE S.A.,1998,Services,Auction,,,Services
Romania,AGROMEC PUIESTI S.A.,1998,Services,Auction,,,Services
Romania,AGROMEC GURUIENI S.A.,1998,Services,Auction,,,Services
Romania,AGRO X S.A.,1998,Services,Auction,,,Services
Romania,SERVAGROMEC VASLUI S.A.,1998,Services,Auction,,,Services
Romania,AGROMEC SIMERIA S.A.,1998,Services,Auction,,,Services
Romania,AGROMEC DUMITRESTI S.A.,1998,Services,Auction,,,Services
Romania,ELECTROCONSTRUCTIA ELCO S.A.,1998,Services,Auction,,,Services
Romania,AGROMEC MARTINENI S.A.,1998,Services,Auction,,,Services
Romania,AGROMEC HUNEDOARA S.A.,1998,Services,Auction,,,Services
Romania,AGROMEC BERVENI S.A.,1998,Services,Auction,,,Services
Romania,AGROMEC PARAVA S.A.,1998,Services,Auction,,,Services
Romania,AGROMEC REPARATII BILCIURESTI S.A.,1998,Services,Auction,,,Services
Romania,AGROMEC GALANESTI CENTRU S.A.,1998,Services,Auction,,,Services
Romania,AGROMEC ODOBESTI S.A.,1998,Services,Auction,,,Services
Romania,AGROMEC PECINEAGA S.A.,1998,Services,Auction,,,Services
Romania,AGROSERVICE S.A.,1998,Services,Auction,,,Services
Romania,AGROMEC COPALNIC MANASTUR S.A.,1998,Services,Auction,,,Services
Romania,AGROMEC NGURENI S.A.,1998,Services,Auction,,,Services
Romania,MAGLAVIT S.A.,1998,Services,Auction,,,Services
Romania,ASEL S.A.,1998,Services,Auction,,,Services
Romania,AGROMEC FRATAUTII VECHI S.A.,1998,Services,Auction,,,Services
Romania,AGROMEC LELESTI S.A.,1998,Services,Auction,,,Services
Romania,AGROMEC BALACIU S.A.,1998,Services,Auction,,,Services
Romania,SALCIOARA S.A.,1998,Services,Auction,,,Services
Romania,AGROMECSAULIA S.A.,1998,Services,Auction,,,Services
Romania,AGROMEC TG. SECUIESC S.A.,1998,Services,Auction,,,Services
Romania,AGROMEC ATID S.A.,1998,Services,Auction,,,Services
Romania,AGROMEC GANCIOVA S.A.,1998,Services,Auction,,,Services
Romania,AGROMEC BARAOLT S.A.,1998,Services,Auction,,,Services
Romania,AGROMEC GALICEA MARE S.A.,1998,Services,Auction,,,Services
Romania,AGROMEC CAPLENI S.A.,1998,Services,Auction,,,Services
Romania,SOCOR S.A.,1998,Services,Auction,,,Services
Romania,AGROMEC PANCESTI S.A.,1998,Services,Auction,,,Services
Romania,AGROMEC GRABATI S.A.,1998,Services,Auction,,,Services
Romania,AGROMEC CAMIN S.A.,1998,Services,Auction,,,Services
Romania,AGROMEC ORASTIE S.A.,1998,Services,Auction,,,Services
Romania,AGROMEC BIBESTI S.A.,1998,Services,Auction,,,Services
Romania,AGROSERVICE SANISLAU S.A.,1998,Services,Auction,,,Services
Romania,AGROMEC DARABANI S.A.,1998,Services,Auction,,,Services
Romania,IRUCOM S.A.,1998,Services,Auction,,,Services
Romania,AGROMEC LITENI S.A.,1998,Services,Auction,,,Services
Romania,AGROMEC BULGARUS S.A.,1998,Services,Auction,,,Services
Romania,LEMECO S.A.,1998,Services,Auction,,,Services
Romania,AGROMEC TAMASI S.A.,1998,Services,Auction,,,Services
Romania,AGROMEC SINGEORGIU DE PADURE S.A.,1998,Services,Auction,,,Services
Romania,ONEDIN JIBERT S.A.,1998,Services,Auction,,,Services
Romania,C.R.M. DETA S.A.,1998,Services,Auction,,,Services
Romania,AGROMEC DETA S.A.,1998,Services,Auction,,,Services
Romania,AGROMEC CRETENI S.A.,1998,Services,Auction,,,Services
Romania,AGROMEC TIMISOARA S.A.,1998,Services,Auction,,,Services
Romania,AGROMEC SEGARCEA S.A.,1998,Services,Auction,,,Services
Romania,SEMTEST S.A.,1998,Services,Auction,,,Services
Romania,CARPATI PROIECT S.A.,1998,Services,Negotiation,,,Services
Romania,CHIMFOREST S.A.,1998,Services,Negotiation,,,Services
Romania,COMCEREAL S.A.,1998,Services,Auction,,,Services
Romania,SERVAGROMEC BUZAU S.A.,1998,Services,Stock Exchange,,,Services
Romania,FORAJ SONDE S.A.,1998,Services,Negotiation,,,Services
Romania,COMCEREAL S.A.,1998,Services,Negotiation,,,Services
Romania,COMCEREAL S.A.,1998,Services,Negotiation,,,Services
Romania,UNIREA MOBILA S.A.,1998,Services,Auction,,,Trade and Services
Romania,ROMTELECOM S.A,1998,Infrastructure,Negotiation,, 675.00 ,Telecommunications
Romania,ARCONSTIMP S.A.,1998,Infrastructure,Auction,,,Transport
Romania,BRAITAX S.A.,1998,Infrastructure,Auction,,,Transport
Romania,TRANSSALONTA S.A.,1998,Infrastructure,Auction,,,Transport
Romania,TROTUS TRANS S.A.,1998,Infrastructure,Auction,,,Transport
Romania,TRANSPORT TAXI DUNAREA ALBASTRA S.A.,1998,Infrastructure,Auction,,,Transport
Romania,TRANSPORT BUCEGI S.A.,1998,Infrastructure,Auction,,,Transport
Romania,EUROTAXI S.A.,1998,Infrastructure,Auction,,,Transport
Romania,TRANSIF S.A.,1998,Infrastructure,Auction,,,Transport
Romania,SACOMET S.A.,1998,Infrastructure,Auction,,,Transport
Romania,ROV TRANS COM S.A.,1998,Infrastructure,Auction,,,Transport
Romania,LUGOJ TRANSPORT S.A.,1998,Infrastructure,Auction,,,Transport
Romania,TAXMAR S.A.,1998,Infrastructure,Auction,,,Transport
Romania,TRANNSIM S.A.,1998,Infrastructure,Auction,,,Transport
Romania,COMTRANS BARTOLOMEU S.A.,1998,Infrastructure,Auction,,,Transport
Romania,TRANSIF S.A.,1998,Infrastructure,Auction,,,Transport
Romania,AGROTRANSPORT S.A.,1998,Infrastructure,Auction,,,Transport
Romania,TRANSLOC S.A.,1998,Infrastructure,Auction,,,Transport
Romania,STAMC S.A.,1998,Infrastructure,Auction,,,Transport
Romania,TRANSLOC S.A.,1998,Infrastructure,Auction,,,Transport
Romania,AGROTRANSPORT DROBETA CRIHALA S.A.,1998,Infrastructure,Auction,,,Transport
Romania,GOSPODARIE ORASENEASCA S.A.,1998,Infrastructure,Auction,,,Transport
Romania,SERVTRANS S.A.,1998,Infrastructure,Auction,,,Transport
Romania,AGROTRANSPORT OGRADA S.A.,1998,Infrastructure,Auction,,,Transport
Romania,BRADUL S.A.,1998,Infrastructure,Auction,,,Transport
Romania,CARSIN S.A.,1998,Infrastructure,Auction,,,Transport
Romania,AGROTRANSPORT S.A.,1998,Infrastructure,Auction,,,Transport
Romania,AGROTRANSPORT BRASOV NORD S.A.,1998,Infrastructure,Auction,,,Transport
Romania,TRANSMARFA S.A.,1998,Infrastructure,Auction,,,Transport
Romania,SUTRANS S.A.,1998,Infrastructure,Auction,,,Transport
Romania,STAL S.A.,1998,Infrastructure,Auction,,,Transport
Romania,AGROTRANSPORT S.A.,1998,Infrastructure,Auction,,,Transport
Romania,INTERTRANS S.A.,1998,Infrastructure,Auction,,,Transport
Romania,TRANSPORT MIXT S.A.,1998,Infrastructure,Auction,,,Transport
Romania,RAPIDUL S.A.,1998,Infrastructure,Auction,,,Transport
Romania,AGROTRANSPORT LUDUS S.A.,1998,Infrastructure,Auction,,,Transport
Romania,AGROTRANSPORT SUD S.A.,1998,Infrastructure,Auction,,,Transport
Romania,TRANSCAR S.A.,1998,Infrastructure,Auction,,,Transport
Romania,AGROTRANSPORT S.A.,1998,Infrastructure,Auction,,,Transport
Romania,AUTOTRANSPORT CALIMANU S.A.,1998,Infrastructure,Auction,,,Transport
Romania,GITOUR S.A.,1998,Infrastructure,Auction,,,Transport
Romania,AGROTRANSPORT S.A.,1998,Infrastructure,Auction,,,Transport
Romania,MULTITRANS S.A.,1998,Infrastructure,Auction,,,Transport
Romania,COMTRANSPORT S.A.,1998,Infrastructure,Auction,,,Transport
Romania,TAXI SERVICE TITAN S.A.,1998,Infrastructure,Negotiation,,,Transport
Romania,AGROTRANSPORT S.A.,1998,Infrastructure,Auction,,,Transport
Romania,AGROTRANSPORT S.A.,1998,Infrastructure,Auction,,,Transport
Romania,SERVICE AVICOLA S.A.,1998,Infrastructure,Auction,,,Transport
Romania,AGROTRANSPORT FAGARASI S.A.,1998,Infrastructure,Auction,,,Transport
Romania,TRANSPAS S.A.,1998,Infrastructure,Auction,,,Transport
Romania,TRANS MUSCELUL S.A.,1998,Infrastructure,Auction,,,Transport
Romania,TRANSMIX S.A.,1998,Infrastructure,Auction,,,Transport
Romania,AGROTRANSPORT S.A.,1998,Infrastructure,Negotiation,,,Transport
Romania,AGROTRANSPORT GORJ S.A.,1998,Infrastructure,Auction,,,Transport
Romania,TRANSTERA S.A.,1998,Infrastructure,Auction,,,Transport
Romania,ZENIT S.A.,1998,Infrastructure,Auction,,,Transport
Romania,TRANSDARA S.A.,1998,Infrastructure,Negotiation,,,Transport
Romania,TAR 08 SERVICE S.A.,1998,Infrastructure,Negotiation,,,Transport
Romania,GORMEC S.A.,1998,Infrastructure,Auction,,,Transport
Romania,AGROTRANSPORT S.A.,1998,Infrastructure,Auction,,,Transport
Romania,TRANSPORT AUTO MARFA S.A.,1998,Infrastructure,Auction,,,Transport
Romania,AGROTRANSPORT S.A.,1998,Infrastructure,Auction,,,Transport
Romania,AGROTRANSPORT S.A.,1998,Infrastructure,Auction,,,Transport
Romania,AGROTRANSPORT S.A.,1998,Infrastructure,Auction,,,Transport
Romania,COMTRANS S.A.,1998,Infrastructure,Auction,,,Transport
Romania,AGROTRANSPORT CREANGA S.A.,1998,Infrastructure,Auction,,,Transport
Romania,TRANSMAR S.A.,1998,Infrastructure,Auction,,,Transport
Romania,AGROTRANSPORT ORZARI S.A.,1998,Infrastructure,Negotiation,,,Transport
Romania,AGROTRANSPORT S.A.,1998,Infrastructure,Auction,,,Transport
Romania,AGROTRANSPORT ROMAN S.A.,1998,Infrastructure,Auction,,,Transport
Romania,TRANSNAV S.A.,1998,Infrastructure,Auction,,,Transport
Romania,TRANSPORT AUTO OBOR S.A.,1998,Infrastructure,Negotiation,,,Transport
Romania,VALEA PRAHOVEI S.A.,1998,Infrastructure,Negotiation,,,Transport
Romania,AGROTRANSPORT S.A.,1998,Infrastructure,Auction,,,Transport
Romania,TRANSPORT AUTO PROGRESUL S.A.,1998,Infrastructure,Negotiation,,,Transport
Romania,TRANSPORTURI AUTO SI SERVICII S.A.,1998,Infrastructure,Auction,,,Transport
Romania,AGROTRANSPORT S.A.,1998,Infrastructure,Auction,,,Transport
Romania,AUTOCRISANA S.A.,1998,Infrastructure,Negotiation,,,Transport
Romania,TRANSCOM S.A.,1998,Infrastructure,Auction,,,Transport
Romania,TRANSPORT AUTO MARFA S.A.,1998,Infrastructure,Negotiation,,,Transport
Romania,GILORT TRANSPORT S.A.,1998,Infrastructure,Auction,,,Transport
Romania,AGROTRANSPORT BRAILA VEST S.A.,1998,Infrastructure,Auction,,,Transport
Romania,AGROTRANSPORT S.A.,1998,Infrastructure,Auction,,,Transport
Romania,AGROTRANSPORT S.A.,1998,Infrastructure,Auction,,,Transport
Romania,AUTOTRANS S.A.,1998,Infrastructure,Negotiation,,,Transport
Romania,PARING TRANSPORT S.A.,1998,Infrastructure,Negotiation,,,Transport
Romania,BAT MEDIAS S.A.,1998,Infrastructure,Auction,,,Transport
Romania,TRAIAN S.A.,1998,Infrastructure,Auction,,,Transport
Romania,AGROTRANSPORT OLT S.A.,1998,Infrastructure,Auction,,,Transport
Romania,AGROTRANSPORT PIATRA NEAMT SA.,1998,Infrastructure,Negotiation,,,Transport
Romania,EXPRES TRANSPORT S.A.,1998,Infrastructure,Negotiation,,,Transport
Romania,TRANSMOLDAVIA S.A.,1998,Infrastructure,Auction,,,Transport
Romania,GENERAL TRANS S.A.,1998,Infrastructure,Negotiation,,,Transport
Romania,GENERAL TRANSPORT S.A.,1998,Infrastructure,Auction,,,Transport
Romania,CNFR NAVROM S.A.,1998,Infrastructure,Stock Exchange,,,Transport
Romania,AGROTRANSPORT S.A.,1998,Infrastructure,Auction,,,Transport
Romania,AGROTRANSPORT S.A.,1998,Infrastructure,Auction,,,Transport
Romania,Banc Post,1999,Financial,Trade sale,, 93.00 ,Financial Intermediation (Banking)
Romania,Development Bank (BRD),1999,Financial,Trade sale,,,Financial Intermediation (Banking)
Russian Federation,Kuzbassrazrezugol,1998,Primary,Direct sale/Auction,, 55.00 ,Mining
Russian Federation,Cemash,1991,Manufacturing & Services,,, 35.00 ,Manufacturing
Russian Federation,Raznoimport,1991,Services,,,,Export/Trading
Russian Federation,Prestige Cruise,1992,Manufacturing & Services,,, 12.80 ,Manufacturing
Russian Federation,Uritski Manufacturing factory,1992,Manufacturing & Services,,, 25.00 ,Manufacturing
Russian Federation,Novomoskovsky,1992,Manufacturing & Services,,, 50.00 ,Manufacturing
Russian Federation,Ducat,1993,Manufacturing & Services,,,,Cigarettes
Russian Federation,Zhukovsky refrigerator factory,1993,Manufacturing & Services,investment commitment US$2m,,,Manufacturing
Russian Federation,Kalushskij Turbiniy Zavod (KTZ),1993,Manufacturing & Services,,,,Manufacturing
Russian Federation,Krasnodartobakprom,1993,Manufacturing & Services,investment commitment of US$60 m,,,Manufacturing
Russian Federation,Potok,1993,Manufacturing & Services,voucher and cash sale,, 0.28 ,Machinery
Russian Federation,Uralmash Zavod,1993,Manufacturing & Services,,, 0.50 ,Heavy engineering
Russian Federation,5 timber enterprises,1993,Manufacturing & Services,investment commitment of US$300m over 10 years,, 0.60 ,Timber
Russian Federation,Zavod Imeni Likhacheva (Zil),1993,Manufacturing & Services,,, 4.65 ,Car manufacturing
Russian Federation,Bolshevichka,1993,Manufacturing & Services,,, 5.50 ,Manufacturing
Russian Federation,Baltika,1993,Manufacturing & Services,,, 23.00 ,Manufacturing
Russian Federation,Era,1993,Manufacturing & Services,includes future investment commitment,, 24.22 ,Detergent
Russian Federation,PO Novomoskovskbytkhim,1993,Manufacturing & Services,,, 50.00 ,Chemicals
Russian Federation,Kubanteks,1993,Manufacturing & Services,voucher & cash offer,,,Manufacturing
Russian Federation,Sokol,1993,Manufacturing & Services,voucher & cash offer,,,Manufacturing
Russian Federation,PO Baltex,1993,Manufacturing & Services,voucher & cash offer,,,Manufacturing
Russian Federation,Balakovo Fibers,1993,Manufacturing & Services,voucher & cash offer,,,Manufacturing
Russian Federation,Uralteks,1993,Manufacturing & Services,voucher & cash offer,,,Manufacturing
Russian Federation,Sukuolozhsky Fireproof Materials,1993,Manufacturing & Services,voucher & cash offer,,,Manufacturing
Russian Federation,Red October,1993,Other,,, 0.15 ,Consumer goods
Russian Federation,Lena Gold,1993,Primary,,,,Mining
Russian Federation,Hotel Globus,1993,Services,voucher and cash sale,, 0.13 ,Hotel
Russian Federation,Hotel Cosmos,1993,Services,voucher and cash sale,, 0.23 ,Hotel
Russian Federation,Petrolesport,1993,Infrastructure,voucher and cash sale,,,Ports/Port Facilities
Russian Federation,Tyumen Aviatrans,1993,Infrastructure,voucher and cash sale,, 0.47 ,Airlines
Russian Federation,Balashiha Kislarodnyj Zavod,1994,Energy,tender,,,"Petroleum, oil & gas"
Russian Federation,Mosenergo,1995,Infrastructure,ADRs,, 22.50 ,Electricity
Russian Federation,Lukoil,1995,Energy,tender,, 35.00 ,Petroleum
Russian Federation,Surgutneftegaz,1995,Energy,Loans for shares,, 88.00 ,Petroleum
Russian Federation,Sidanko,1995,Energy,Auction,, 130.00 ,Petroleum
Russian Federation,Yukos,1995,Energy,"Loans for shares, tender",, 159.00 ,Petroleum
Russian Federation,Lukoil,1995,Energy,Convertible bonds,, 320.00 ,Petroleum
Russian Federation,Mechel,1995,Primary,Shares for loans,, 13.30 ,Metalworks
Russian Federation,Novolipetssky Metallurgichesky Kombinat,1995,Manufacturing & Services,Loans for shares,, 31.00 ,Steel
Russian Federation,Norilsk Nickel,1995,Primary,Shares for loans,, 170.00 ,Mining
Russian Federation,Murmanskoye Parokhodstvo,1995,Infrastructure,Loans for shares,, 4.13 ,Shipping
Russian Federation,North-west River Lines,1995,Infrastructure,,, 6.05 ,Transportation
Russian Federation,Novorossiisk Sea Shipping Co.,1995,Infrastructure,Loans for shares,, 22.65 ,Shipping
Russian Federation,UES,1996,Infrastructure,,, 330.00 ,Electricity
Russian Federation,Sibneft,1996,Energy,Auction,,,Petroleum
Russian Federation,Sidanco,1996,Energy,Auction,, 21.48 ,Petroleum
Russian Federation,Tatneft,1996,Energy,ADS,, 120.38 ,Petroleum
Russian Federation,Lukoil,1996,Energy,ADS,, 130.90 ,Petroleum
Russian Federation,Yukos,1996,Energy,Auction,, 160.00 ,Petroleum
Russian Federation,Gazprom,1996,Energy,ADS,, 429.27 ,Petroleum
Russian Federation,Nafta Moskva,1996,Energy,Tender,,,Petroleum
Russian Federation,Vostsibneftegaz,1996,Energy,Tender,,,Petroleum
Russian Federation,KomiTEK,1997,Energy,Private sale,, 1.00 ,Oil & gas
Russian Federation,KomiTEK,1997,Energy,Private sale,, 4.40 ,Oil & gas
Russian Federation,Nafta-Moskva,1997,Energy,Private sale,, 11.80 ,Oil trading
Russian Federation,KomiTEK,1997,Energy,Private sale,, 19.03 ,Oil & gas
Russian Federation,East Siberian Oil and Gas Company (VSNK),1997,Energy,Private sale,, 19.80 ,Oil & gas
Russian Federation,Slavnet,1997,Energy,Private sale,, 39.30 ,Oil & gas
Russian Federation,Sidanko,1997,Energy,Private sale,, 130.00 ,Oil & gas
Russian Federation,KomiTEK,1997,Energy,Private sale,, 132.00 ,Oil & gas
Russian Federation,Tyumen Oil Company,1997,Energy,Private sale,, 820.00 ,Oil
Russian Federation,Eastern Oil Company (VNK),1997,Energy,Auction,, 875.00 ,Oil
Russian Federation,Norilsk Nickel,1997,Primary,Private auction,, 250.00 ,Metals
Russian Federation,Svyazinvest,1997,Infrastructure,Private sale,," 1,875.00 ",Telecom
Russian Federation,Gazprom,1998,Energy,Tender,, 660.00 ,Oil and gas
Russian Federation,South Kuzbass,1998,Primary,Direct sale/Auction,, 34.00 ,Mining
Russian Federation,Vimpelcom,1998,Infrastructure,Direct sale,, 160.00 ,Cellular phone Services
Russian Federation,Neftochim,1999,Energy,Trade sale,, 101.00 ,Mining and quarrying (Oil and gas)
Russian Federation,Gazprom,1999,Energy,Trade sale,, 660.00 ,Mining and quarrying (natural gas)
Rwanda,King Gaisal Hospital,1997,Services,Private sale,,,Health Services
São Tomé and Princip,Atelier Central,1993,Services,liquidation with asset sale,, 0.35 ,Services
Senegal,DAKAR MARINE,1999,Infrastructure,Management Contract,,,Water transport
Senegal,Societe Nationale d'Electricite (SENELEC),1999,Infrastructure,Trade sale or competitive sale,, 69.00 ,Electricity
Senegal,Société nationale des télécommunications (SONATEL),1998,Infrastructure,Public Offer in the stock exchange market,, 84.00 ,Telecommunications
Senegal,Societe Nationale des Telecommunications (Sonatel),1997,Infrastructure,Public offer,, 84.00 ,Telecom
Senegal,Societe Nationale des Telecommunications (Sonatel),1997,Infrastructure,Private sale,, 107.40 ,Telecom
Senegal,HAMO,1998,Services,Liquidation,,,Industry
Senegal,SPHU-TERANGA,1998,Services,Direct sale of shares including private placement and negotiations (pre-emption rights),, 0.96 ,Services
Senegal,Société nationale sénégalaise d'électricité (SENELEC),1998,Infrastructure,Competitive sale of shares including tenders,, 65.00 ,Electricity
Serbia and Montenegro,Trebjesa Manufacturing,1997,Manufacturing & Services,Private sale,, 14.70 ,Manufacturing
Serbia and Montenegro,Telecom Serbia,1997,Infrastructure,Direct sale,, 907.00 ,Telecom
Sierra Leone,National Petroleum (NP),1997,Energy,Private sale,, 1.55 ,Oil
Slovak Republic,Masovy priemysel Prievidza,1996,Other,Sale of assets,, 0.46 ,
Slovak Republic,STS Rovinka OZ Michalovce,1996,Other,Sale of assets,, 0.46 ,
Slovak Republic,Povazska cementaren,1996,Other,Sale of shares,, 0.49 ,
Slovak Republic,Vodohosp. stavby-Ekovomont,1996,Other,Sale of shares,, 0.49 ,
Slovak Republic,Syenit,1996,Other,Sale of shares,, 0.49 ,
Slovak Republic,Pozemne stavby Martin,1996,Other,Sale of assets,, 0.49 ,
Slovak Republic,Drogerie Bratislava,1996,Other,Sale of assets,, 0.49 ,
Slovak Republic,Vino Nitra prev. Vrale,1996,Other,Sale of assets,, 0.49 ,
Slovak Republic,Agrozet Presov,1996,Other,Sale of assets,, 0.49 ,
Slovak Republic,Dyharen,1996,Other,Sale of assets,, 0.49 ,
Slovak Republic,Statny majetok Zbehy,1996,Other,Sale of assets,, 0.49 ,
Slovak Republic,Nakl. auto. doprava Nove Zamkv,1996,Other,Sale of assets,,,
Slovak Republic,STS Hurbanovo,1996,Other,Sale of assets,, 0.50 ,
Slovak Republic,Prefrabrikat,1996,Other,Sale of shares,, 0.51 ,
Slovak Republic,Hornonitrianske bane Prievidza,1996,Other,Sale of shares,, 0.51 ,
Slovak Republic,Gemersky Mlyn,1996,Other,Sale of assets,, 0.52 ,
Slovak Republic,VVU poz.stav. Nova Bratislava,1996,Other,Sale of assets,, 0.52 ,
Slovak Republic,Pekarne a cukrarne Zvolen,1996,Other,Sale of assets,, 0.53 ,
Slovak Republic,Vychod. kamenolomy a strkop,1996,Other,Sale of assets,, 0.55 ,
Slovak Republic,Stavovyroba Nitra,1996,Other,Sale of assets,, 0.56 ,
Slovak Republic,Lesostav Zilina,1996,Other,Sale of shares,, 0.59 ,
Slovak Republic,Polygraficke zavody Trnava,1996,Other,Sale of assets,, 0.59 ,
Slovak Republic,Nakl. aut. doprava OZ Roznava,1996,Other,Sale of assets,, 0.59 ,
Slovak Republic,Skelet Bratislava,1996,Other,Sale of shares,, 0.62 ,
Slovak Republic,Stredostaviva,1996,Other,Sale of shares,, 0.64 ,
Slovak Republic,Vino Nitra,1996,Other,Sale of assets,, 0.64 ,
Slovak Republic,Milex Galanta,1996,Other,Sale of shares,, 0.65 ,
Slovak Republic,Tatranska Mliekaren,1996,Other,Sale of shares,, 0.65 ,
Slovak Republic,Stavebna doprava,1996,Other,Sale of shares,, 0.65 ,
Slovak Republic,Novofruct,1996,Other,Sale of assets,, 0.65 ,
Slovak Republic,Nakl. auto. doprava Lipt. Mikulas,1996,Other,Sale of assets,, 1.00 ,
Slovak Republic,Atypstav,1996,Other,Sale of assets,, 0.65 ,
Slovak Republic,Nakl. auto. doprava Dun.Streda,1996,Other,Sale of assets,, 1.00 ,
Slovak Republic,Und-03,1996,Other,Sale of shares,, 0.66 ,
Slovak Republic,Ocna optika,1996,Other,Sale of shares,, 0.68 ,
Slovak Republic,Vyroba kovoveho nabytku,1996,Other,Sale of shares,, 0.69 ,
Slovak Republic,Vychod. kamenolomy a strkop,1996,Other,Sale of assets,, 0.69 ,
Slovak Republic,Lesostav,1996,Other,Sale of shares,, 0.71 ,
Slovak Republic,Trnavska Nad,1996,Other,Sale of shares,, 0.72 ,
Slovak Republic,Statny majetok Ziar n/Hronom,1996,Other,Sale of assets,, 0.72 ,
Slovak Republic,Trikota Vrbove,1996,Other,Sale of assets,, 0.73 ,
Slovak Republic,Ziaromat,1996,Other,Sale of shares,, 0.74 ,
Slovak Republic,Slovenske sladovne Trnava,1996,Other,Sale of assets,, 0.75 ,
Slovak Republic,Agrokov Nitra,1996,Other,Sale of assets,, 0.75 ,
Slovak Republic,Statny majetok Presov,1996,Other,Sale of assets,, 0.75 ,
Slovak Republic,VU energet.zariadeni Tlmace,1996,Other,Sale of assets,, 0.76 ,
Slovak Republic,Doprastav,1996,Other,Sale of shares,, 0.77 ,
Slovak Republic,Kupele Vysne Ruzbachy,1996,Other,Sale of shares,, 0.78 ,
Slovak Republic,Sts Nitra,1996,Other,Sale of assets,, 0.78 ,
Slovak Republic,Matadorex,1996,Other,Sale of shares,, 0.79 ,
Slovak Republic,Nakl. auto. doprava Lucenec,1996,Other,Sale of assets,, 0.80 ,
Slovak Republic,T-V Autodoprava Treb. a Vranov,1996,Other,Sale of shares,, 0.82 ,
Slovak Republic,Zilinske tlaciarne,1996,Other,Sale of shares,, 0.82 ,
Slovak Republic,Vysk. ustav pap. a celulozy,1996,Other,Sale of shares,, 0.82 ,
Slovak Republic,Ses,1996,Other,Sale of shares,, 0.82 ,
Slovak Republic,Agromechanika Nitra,1996,Other,Sale of assets,, 0.82 ,
Slovak Republic,Statny majetok Partizanske,1996,Other,Sale of assets,, 0.82 ,
Slovak Republic,Polnonakup Zitnan Komarno,1996,Other,Sale of assets,, 0.82 ,
Slovak Republic,Potraviny Bratislava,1996,Other,Sale of assets,, 0.82 ,
Slovak Republic,Vucht,1996,Other,Sale of shares,, 0.83 ,
Slovak Republic,Vino Nitra,1996,Other,Sale of assets,, 0.86 ,
Slovak Republic,A-Z Trading Kosice,1996,Other,Sale of shares,, 0.88 ,
Slovak Republic,Priordne liecive kup. Ciz,1996,Other,Sale of shares,, 0.95 ,
Slovak Republic,Gemercukor,1996,Other,Sale of shares,, 0.98 ,
